Field,Field_Variability_Rank,X_miles,Y_miles,Structural_Depth_ft,Isopach_ft,GammaRay_API,Resistivity_ohmm,Porosity_frac,Oil_Production_BOPD
Field_08,8,2.63,8.89,8765.9,65.7,44.7,15.08,0.1653,197.9
Field_08,8,2.73,8.89,8772.2,65.5,44.2,14.37,0.1684,220.6
Field_08,8,2.83,8.89,8745.3,74.1,45.8,13.75,0.1687,269.3
Field_08,8,2.93,8.89,8732.5,80.8,47.6,13.34,0.1684,299.6
Field_08,8,3.03,8.89,8735.4,81.4,47.1,12.76,0.1724,284.2
Field_08,8,3.13,8.89,8871.0,79.9,44.0,12.46,0.1881,256.5
Field_08,8,3.23,8.89,9233.0,79.7,39.9,13.36,0.2056,236.1
Field_08,8,3.33,8.89,9580.4,82.1,37.5,14.45,0.2036,211.4
Field_08,8,3.43,8.89,9628.2,86.3,38.5,14.27,0.1829,200.5
Field_08,8,3.54,8.89,9423.2,90.0,41.3,13.96,0.1641,220.8
Field_08,8,3.64,8.89,9149.0,88.6,44.0,14.38,0.1627,259.8
Field_08,8,3.74,8.89,8838.9,82.2,46.0,15.11,0.1763,296.3
Field_08,8,3.84,8.89,8525.1,76.7,47.0,15.68,0.1849,300.4
Field_08,8,3.94,8.89,8352.8,73.1,45.2,15.35,0.1786,257.9
Field_08,8,4.04,8.89,8501.7,70.7,41.3,13.9,0.1717,203.7
Field_08,8,4.14,8.89,8870.9,74.1,38.0,12.5,0.1774,176.6
Field_08,8,4.24,8.89,9107.2,81.5,36.1,12.62,0.1918,186.0
Field_08,8,4.34,8.89,9039.2,87.1,35.6,14.16,0.2016,235.2
Field_08,8,4.44,8.89,8803.3,88.3,38.1,15.43,0.2006,304.1
Field_08,8,4.55,8.89,8624.2,84.5,43.7,16.02,0.1967,341.2
Field_08,8,4.65,8.89,8712.8,79.2,48.8,16.84,0.191,326.4
Field_08,8,4.75,8.89,9093.8,74.7,49.6,16.85,0.1792,280.1
Field_08,8,4.85,8.89,9456.1,67.2,46.5,15.13,0.1728,227.7
Field_08,8,4.95,8.89,9626.1,59.7,44.1,13.14,0.1802,178.2
Field_08,8,5.05,8.89,9708.2,59.5,44.9,11.91,0.1934,144.6
Field_08,8,5.15,8.89,9715.6,62.0,45.8,12.05,0.1991,121.6
Field_08,8,5.25,8.89,9519.0,61.4,44.3,13.99,0.1915,121.9
Field_08,8,5.35,8.89,9140.6,59.2,42.2,16.39,0.1837,169.0
Field_08,8,5.45,8.89,8829.1,58.0,41.5,17.21,0.185,229.4
Field_08,8,5.56,8.89,8783.2,64.2,42.2,17.36,0.1872,276.6
Field_08,8,5.66,8.89,8901.5,75.0,44.2,17.95,0.1853,303.6
Field_08,8,5.76,8.89,9014.2,78.5,47.8,17.46,0.1812,267.0
Field_08,8,5.86,8.89,9116.2,76.0,49.6,15.54,0.1777,210.0
Field_08,8,5.96,8.89,9129.7,73.8,47.9,14.21,0.1787,195.9
Field_08,8,6.06,8.89,9066.0,72.6,46.5,14.09,0.1825,220.1
Field_08,8,6.16,8.89,8981.8,74.0,47.0,14.95,0.1795,250.8
Field_08,8,6.26,8.89,8832.4,77.3,47.3,16.91,0.1733,286.2
Field_08,8,6.36,8.89,8752.5,81.5,47.2,19.0,0.1717,336.6
Field_08,8,6.46,8.89,8859.5,82.9,45.9,18.95,0.1752,358.6
Field_08,8,6.57,8.89,9078.3,78.4,42.9,16.77,0.1851,311.3
Field_08,8,6.67,8.89,9364.4,72.5,40.5,15.03,0.1979,237.3
Field_08,8,6.77,8.89,9678.6,69.2,40.2,14.43,0.2045,192.1
Field_08,8,6.87,8.89,9865.4,69.3,41.2,13.6,0.2015,182.4
Field_08,8,6.97,8.89,9902.5,74.0,43.3,12.42,0.1954,194.2
Field_08,8,7.07,8.89,9833.4,80.0,46.3,12.07,0.1924,233.6
Field_08,8,7.17,8.89,9589.2,83.4,49.0,12.89,0.1904,290.0
Field_08,8,7.27,8.89,9222.6,84.1,49.8,14.16,0.188,316.7
Field_08,8,7.37,8.89,8832.4,81.6,49.1,14.74,0.187,297.2
Field_08,8,7.47,8.89,8531.2,78.0,46.9,14.31,0.1872,255.6
Field_08,8,7.58,8.89,8484.0,75.4,43.7,13.75,0.1877,199.1
Field_08,8,7.68,8.89,8670.0,73.3,41.7,13.73,0.1857,150.1
Field_08,8,7.78,8.89,8803.7,72.9,41.6,14.1,0.1784,147.1
Field_08,8,7.88,8.89,8696.9,75.6,43.4,14.74,0.1724,194.2
Field_08,8,7.98,8.89,8581.7,77.0,45.6,15.64,0.1748,243.7
Field_08,8,8.08,8.89,8696.0,73.8,45.3,15.9,0.179,237.0
Field_08,8,8.18,8.89,8916.2,70.0,43.2,14.23,0.1775,186.2
Field_08,8,8.28,8.89,9134.8,71.5,42.3,12.09,0.1691,140.3
Field_08,8,8.38,8.89,9234.9,76.5,42.6,11.86,0.1625,132.7
Field_08,8,8.48,8.89,9075.6,80.7,43.0,13.65,0.1674,174.4
Field_08,8,8.59,8.89,8900.9,83.8,44.9,15.34,0.177,216.5
Field_08,8,8.69,8.89,8973.1,82.8,47.8,15.45,0.1799,184.4
Field_08,8,8.79,8.89,9161.7,76.2,47.0,15.72,0.1743,138.6
Field_08,8,8.89,8.89,9175.0,70.0,42.7,17.43,0.1636,146.5
Field_08,8,8.99,8.89,8949.5,68.2,39.8,18.31,0.1562,190.3
Field_08,8,9.09,8.89,8764.2,67.9,38.3,16.77,0.1633,224.8
Field_08,8,9.19,8.89,8778.6,68.4,38.2,15.16,0.1805,252.7
Field_08,8,9.29,8.89,8860.0,70.8,39.1,15.28,0.1931,290.9
Field_08,8,9.39,8.89,8890.3,73.3,39.1,16.53,0.1962,312.3
Field_08,8,9.49,8.89,8913.9,73.2,38.5,16.96,0.191,274.9
Field_08,8,9.6,8.89,8948.6,72.5,38.7,15.53,0.1788,213.4
Field_08,8,9.7,8.89,8839.2,77.1,39.6,13.81,0.1655,187.5
Field_08,8,9.8,8.89,8646.8,85.3,40.2,13.79,0.1622,201.3
Field_08,8,9.9,8.89,8625.2,89.2,41.4,15.34,0.1705,228.1
Field_08,8,10.0,8.89,8790.7,88.1,44.5,16.04,0.1785,226.5
Field_08,8,0.0,8.99,8984.0,89.5,44.8,17.8,0.1816,247.5
Field_08,8,0.1,8.99,9180.9,87.9,44.5,16.54,0.1688,215.2
Field_08,8,0.2,8.99,9317.7,83.6,41.7,15.49,0.1583,166.8
Field_08,8,0.3,8.99,9393.6,77.5,40.6,14.71,0.1578,132.1
Field_08,8,0.4,8.99,9348.6,69.4,42.4,14.25,0.1608,120.7
Field_08,8,0.51,8.99,9150.3,63.1,45.5,14.27,0.1679,128.2
Field_08,8,0.61,8.99,8954.0,63.7,49.4,14.88,0.174,148.3
Field_08,8,0.71,8.99,8816.6,69.2,51.7,15.67,0.1675,147.8
Field_08,8,0.81,8.99,8703.9,75.5,49.4,15.92,0.1621,128.8
Field_08,8,0.91,8.99,8641.8,80.4,45.1,15.31,0.1737,127.6
Field_08,8,1.01,8.99,8560.3,85.2,43.6,14.96,0.1863,159.6
Field_08,8,1.11,8.99,8443.3,89.9,44.1,16.04,0.1824,242.0
Field_08,8,1.21,8.99,8438.5,90.1,43.8,18.16,0.1736,351.6
Field_08,8,1.31,8.99,8648.3,85.2,42.2,19.94,0.1748,393.3
Field_08,8,1.41,8.99,8983.9,81.2,41.7,20.13,0.1802,334.4
Field_08,8,1.52,8.99,9166.0,84.4,42.9,18.37,0.1789,261.2
Field_08,8,1.62,8.99,9066.8,92.5,43.0,15.42,0.1717,223.1
Field_08,8,1.72,8.99,8994.4,98.4,42.8,13.01,0.1667,214.9
Field_08,8,1.82,8.99,9139.3,99.8,45.1,11.89,0.1691,237.7
Field_08,8,1.92,8.99,9251.0,96.8,46.5,11.61,0.1793,284.8
Field_08,8,2.02,8.99,9121.7,92.3,43.9,11.62,0.187,305.7
Field_08,8,2.12,8.99,8809.6,92.2,40.3,11.76,0.1841,278.4
Field_08,8,2.22,8.99,8570.1,97.1,40.4,12.7,0.1759,245.4
Field_08,8,2.32,8.99,8576.9,97.3,43.3,14.76,0.1685,223.9
Field_08,8,2.42,8.99,8645.0,86.7,44.3,16.26,0.1654,211.4
Field_08,8,2.53,8.99,8598.7,72.2,43.8,16.14,0.1703,206.9
Field_08,8,2.63,8.99,8569.2,61.3,44.9,15.06,0.1789,203.6
Field_08,8,2.73,8.99,8629.1,59.6,47.2,13.89,0.1788,209.5
Field_08,8,2.83,8.99,8665.1,68.9,49.4,12.84,0.1713,233.7
Field_08,8,2.93,8.99,8652.4,80.4,50.1,12.08,0.1675,256.0
Field_08,8,3.03,8.99,8668.0,85.3,48.7,11.85,0.172,257.8
Field_08,8,3.13,8.99,8838.1,83.7,46.0,12.47,0.1847,251.1
Field_08,8,3.23,8.99,9196.4,80.5,43.0,14.44,0.1953,249.5
Field_08,8,3.33,8.99,9473.6,80.4,41.3,16.29,0.1906,233.7
Field_08,8,3.43,8.99,9414.2,85.0,41.7,15.75,0.1745,214.6
Field_08,8,3.54,8.99,9150.5,91.5,43.3,14.49,0.1624,233.7
Field_08,8,3.64,8.99,8938.7,92.8,45.0,14.22,0.1637,284.3
Field_08,8,3.74,8.99,8809.9,86.6,45.8,14.44,0.1746,312.7
Field_08,8,3.84,8.99,8697.7,79.5,45.5,14.58,0.1801,278.8
Field_08,8,3.94,8.99,8586.8,76.1,43.3,14.15,0.1757,212.5
Field_08,8,4.04,8.99,8622.0,75.7,39.8,13.05,0.1723,166.0
Field_08,8,4.14,8.99,8847.4,79.0,36.2,12.27,0.1772,156.5
Field_08,8,4.24,8.99,9023.8,84.6,34.0,12.56,0.1866,177.5
Field_08,8,4.34,8.99,8934.8,88.5,35.2,13.82,0.191,228.4
Field_08,8,4.44,8.99,8637.6,88.1,40.1,15.56,0.1883,295.3
Field_08,8,4.55,8.99,8399.1,84.0,45.9,17.88,0.1865,345.3
Field_08,8,4.65,8.99,8497.3,79.8,49.2,20.36,0.1845,353.3
Field_08,8,4.75,8.99,8911.8,75.3,49.5,20.29,0.1785,320.2
Field_08,8,4.85,8.99,9247.2,68.1,47.8,17.22,0.1781,259.8
Field_08,8,4.95,8.99,9343.1,64.3,46.2,14.06,0.1849,204.9
Field_08,8,5.05,8.99,9431.0,69.7,46.8,12.15,0.1932,176.6
Field_08,8,5.15,8.99,9625.1,74.2,47.6,11.96,0.1983,151.8
Field_08,8,5.25,8.99,9678.1,70.3,46.3,13.68,0.1929,140.0
Field_08,8,5.35,8.99,9407.1,62.0,43.0,15.55,0.1838,161.7
Field_08,8,5.45,8.99,9014.8,55.2,40.2,15.77,0.18,181.5
Field_08,8,5.56,8.99,8809.1,58.6,40.8,16.0,0.1756,201.4
Field_08,8,5.66,8.99,8823.1,69.2,45.3,17.11,0.1717,230.9
Field_08,8,5.76,8.99,8898.0,75.0,50.8,17.42,0.1754,240.1
Field_08,8,5.86,8.99,8985.9,76.9,51.6,16.37,0.185,233.7
Field_08,8,5.96,8.99,9069.2,78.5,46.8,15.14,0.1945,235.3
Field_08,8,6.06,8.99,9172.3,79.1,43.1,14.46,0.1964,250.9
Field_08,8,6.16,8.99,9211.4,80.2,43.8,14.87,0.1864,268.6
Field_08,8,6.26,8.99,9038.4,80.7,46.3,16.57,0.1766,286.8
Field_08,8,6.36,8.99,8907.0,80.5,49.0,18.12,0.1756,298.9
Field_08,8,6.46,8.99,9040.2,80.6,49.7,17.52,0.1794,292.7
Field_08,8,6.57,8.99,9249.9,79.1,46.7,15.52,0.1879,275.4
Field_08,8,6.67,8.99,9428.2,76.1,42.6,14.09,0.1986,244.5
Field_08,8,6.77,8.99,9634.6,71.8,40.1,13.09,0.2042,198.5
Field_08,8,6.87,8.99,9766.0,68.2,39.2,11.71,0.2038,153.0
Field_08,8,6.97,8.99,9714.9,69.9,40.5,10.7,0.2021,136.6
Field_08,8,7.07,8.99,9546.3,75.7,44.5,10.89,0.2003,165.0
Field_08,8,7.17,8.99,9364.6,79.7,48.5,12.12,0.1957,219.9
Field_08,8,7.27,8.99,9239.5,80.8,49.5,13.39,0.1906,248.0
Field_08,8,7.37,8.99,9049.7,80.6,47.4,13.48,0.1885,239.3
Field_08,8,7.47,8.99,8787.2,80.3,43.7,12.92,0.189,225.0
Field_08,8,7.58,8.99,8680.8,79.1,39.9,12.8,0.1906,204.5
Field_08,8,7.68,8.99,8768.9,77.2,38.3,13.16,0.1883,176.8
Field_08,8,7.78,8.99,8843.3,77.9,39.8,13.93,0.1787,167.7
Field_08,8,7.88,8.99,8772.9,79.8,43.8,15.08,0.1696,193.3
Field_08,8,7.98,8.99,8747.4,76.9,47.5,16.09,0.1677,219.8
Field_08,8,8.08,8.99,8921.7,69.3,46.9,16.21,0.1708,206.9
Field_08,8,8.18,8.99,9119.3,65.2,43.8,14.54,0.1758,170.8
Field_08,8,8.28,8.99,9161.0,70.5,43.2,12.51,0.1762,145.3
Field_08,8,8.38,8.99,9051.0,81.4,45.5,12.36,0.1716,148.3
Field_08,8,8.48,8.99,8878.4,88.6,47.4,14.02,0.1705,176.7
Field_08,8,8.59,8.99,8836.4,88.9,47.6,15.51,0.1726,193.0
Field_08,8,8.69,8.99,8983.7,83.8,47.4,15.82,0.1736,186.6
Field_08,8,8.79,8.99,9169.3,75.2,44.9,16.58,0.1728,193.6
Field_08,8,8.89,8.99,9210.3,69.4,40.4,18.48,0.1686,219.7
Field_08,8,8.99,8.99,9054.9,69.9,38.1,18.58,0.1634,229.8
Field_08,8,9.09,8.99,8870.5,70.9,37.9,15.85,0.1677,209.0
Field_08,8,9.19,8.99,8774.1,68.4,38.1,13.78,0.1829,201.3
Field_08,8,9.29,8.99,8758.5,65.9,38.8,14.25,0.1984,228.6
Field_08,8,9.39,8.99,8800.4,66.6,39.7,16.64,0.2045,272.4
Field_08,8,9.49,8.99,8877.5,68.7,40.7,18.15,0.1972,279.9
Field_08,8,9.6,8.99,8966.2,68.8,40.4,16.65,0.179,231.1
Field_08,8,9.7,8.99,8953.7,71.2,38.7,14.38,0.1597,190.0
Field_08,8,9.8,8.99,8836.5,79.3,37.2,13.92,0.1539,194.4
Field_08,8,9.9,8.99,8762.9,86.6,37.9,15.84,0.1661,235.2
Field_08,8,10.0,8.99,8814.0,89.1,41.4,18.02,0.1809,259.5
Field_08,8,0.0,9.09,9130.0,87.1,40.3,21.0,0.1835,285.4
Field_08,8,0.1,9.09,9287.8,85.8,40.2,19.51,0.1697,248.3
Field_08,8,0.2,9.09,9269.5,82.1,37.4,17.29,0.1593,183.2
Field_08,8,0.3,9.09,9137.8,79.0,36.4,15.8,0.1599,145.0
Field_08,8,0.4,9.09,8990.7,74.6,38.9,14.95,0.1625,133.1
Field_08,8,0.51,9.09,8872.7,69.7,42.9,14.24,0.1652,126.2
Field_08,8,0.61,9.09,8839.1,68.5,47.5,13.78,0.1681,122.5
Field_08,8,0.71,9.09,8808.4,71.6,49.6,14.26,0.1653,126.9
Field_08,8,0.81,9.09,8719.4,77.8,46.2,15.67,0.1643,148.1
Field_08,8,0.91,9.09,8685.7,83.7,40.9,16.62,0.1715,175.5
Field_08,8,1.01,9.09,8725.5,87.6,39.6,16.87,0.1748,189.8
Field_08,8,1.11,9.09,8734.7,90.5,42.0,17.58,0.168,228.0
Field_08,8,1.21,9.09,8746.4,89.6,44.1,18.69,0.1635,290.8
Field_08,8,1.31,9.09,8884.4,84.0,43.8,19.9,0.1697,303.7
Field_08,8,1.41,9.09,9149.5,80.6,42.5,21.03,0.1764,263.0
Field_08,8,1.52,9.09,9332.0,85.3,42.9,20.39,0.1723,238.3
Field_08,8,1.62,9.09,9237.4,92.6,44.2,17.54,0.1614,234.8
Field_08,8,1.72,9.09,9084.2,94.6,45.6,14.73,0.1554,226.2
Field_08,8,1.82,9.09,9126.4,92.2,48.4,13.05,0.1558,229.0
Field_08,8,1.92,9.09,9208.2,88.5,50.0,12.15,0.1628,252.6
Field_08,8,2.02,9.09,9134.6,85.5,47.5,11.62,0.1704,254.1
Field_08,8,2.12,9.09,8946.2,85.9,44.1,11.69,0.1695,217.3
Field_08,8,2.22,9.09,8819.3,90.1,43.6,13.13,0.1643,194.2
Field_08,8,2.32,9.09,8815.2,91.4,44.3,15.33,0.1621,205.1
Field_08,8,2.42,9.09,8743.9,84.2,42.2,15.75,0.1641,212.3
Field_08,8,2.53,9.09,8575.3,72.9,40.3,14.58,0.1731,203.6
Field_08,8,2.63,9.09,8565.8,64.1,41.7,13.66,0.1848,198.1
Field_08,8,2.73,9.09,8762.0,62.1,43.8,13.36,0.183,198.4
Field_08,8,2.83,9.09,8923.2,69.4,45.9,12.8,0.1693,203.1
Field_08,8,2.93,9.09,8954.7,80.8,48.0,12.0,0.1632,213.7
Field_08,8,3.03,9.09,8954.8,86.7,48.6,11.96,0.1703,227.4
Field_08,8,3.13,9.09,9027.3,85.3,47.3,13.18,0.1801,241.7
Field_08,8,3.23,9.09,9229.8,81.5,45.0,15.69,0.1826,259.0
Field_08,8,3.33,9.09,9413.5,80.4,43.6,17.34,0.1758,248.0
Field_08,8,3.43,9.09,9353.9,83.8,44.0,16.3,0.1647,210.4
Field_08,8,3.54,9.09,9137.2,89.7,45.4,14.98,0.1568,210.7
Field_08,8,3.64,9.09,9018.4,92.6,46.4,14.77,0.1568,255.9
Field_08,8,3.74,9.09,9030.9,88.5,45.5,14.68,0.1637,279.4
Field_08,8,3.84,9.09,9026.4,82.7,43.2,14.49,0.1705,244.4
Field_08,8,3.94,9.09,8933.2,80.4,40.7,14.25,0.1733,181.0
Field_08,8,4.04,9.09,8897.9,78.9,38.6,13.45,0.1735,131.4
Field_08,8,4.14,9.09,8997.6,78.1,36.8,12.65,0.175,123.5
Field_08,8,4.24,9.09,9061.8,81.0,35.8,12.51,0.1798,153.6
Field_08,8,4.34,9.09,8921.4,85.8,37.9,13.31,0.1811,216.8
Field_08,8,4.44,9.09,8610.8,86.9,42.9,15.4,0.1764,293.6
Field_08,8,4.55,9.09,8365.6,84.3,47.3,18.79,0.1747,351.3
Field_08,8,4.65,9.09,8444.6,80.6,48.8,21.81,0.1762,367.4
Field_08,8,4.75,9.09,8793.6,74.9,48.9,21.31,0.1775,338.4
Field_08,8,4.85,9.09,9041.1,68.0,48.9,17.54,0.1838,270.2
Field_08,8,4.95,9.09,9109.6,67.0,48.6,13.98,0.1896,217.1
Field_08,8,5.05,9.09,9283.7,75.5,48.6,12.08,0.1907,200.1
Field_08,8,5.15,9.09,9630.5,83.1,48.9,12.06,0.1931,182.2
Field_08,8,5.25,9.09,9787.6,81.4,48.5,13.82,0.191,168.0
Field_08,8,5.35,9.09,9526.2,73.1,45.3,15.57,0.1832,180.9
Field_08,8,5.45,9.09,9099.1,64.5,41.0,16.09,0.1767,191.9
Field_08,8,5.56,9.09,8818.8,64.6,40.8,16.89,0.169,203.2
Field_08,8,5.66,9.09,8737.8,69.8,46.3,17.86,0.1652,214.0
Field_08,8,5.76,9.09,8762.1,71.5,51.6,17.84,0.1749,219.8
Field_08,8,5.86,9.09,8860.7,75.3,50.6,17.38,0.1925,248.4
Field_08,8,5.96,9.09,9019.2,82.3,44.1,16.85,0.2047,289.3
Field_08,8,6.06,9.09,9195.2,86.9,39.7,16.05,0.203,313.8
Field_08,8,6.16,9.09,9256.0,88.6,41.1,15.82,0.189,322.9
Field_08,8,6.26,9.09,9104.4,86.4,45.5,16.8,0.1771,321.1
Field_08,8,6.36,9.09,9060.8,81.6,49.6,17.63,0.174,294.0
Field_08,8,6.46,9.09,9305.6,79.4,51.2,16.8,0.1742,258.7
Field_08,8,6.57,9.09,9511.8,79.0,49.4,15.28,0.1794,247.3
Field_08,8,6.67,9.09,9531.8,76.6,46.4,14.18,0.1902,237.0
Field_08,8,6.77,9.09,9538.2,71.9,44.1,12.75,0.1996,193.3
Field_08,8,6.87,9.09,9542.2,68.1,42.3,10.94,0.2043,136.7
Field_08,8,6.97,9.09,9394.1,69.6,41.8,10.3,0.2063,110.8
Field_08,8,7.07,9.09,9170.3,75.7,44.2,11.22,0.2039,126.4
Field_08,8,7.17,9.09,9106.4,79.8,47.6,12.6,0.1958,162.8
Field_08,8,7.27,9.09,9219.1,79.3,48.7,13.23,0.1891,179.1
Field_08,8,7.37,9.09,9187.4,78.0,46.8,12.82,0.1889,185.3
Field_08,8,7.47,9.09,8933.9,78.7,43.1,12.23,0.1914,199.1
Field_08,8,7.58,9.09,8754.8,78.8,39.5,11.98,0.1926,201.6
Field_08,8,7.68,9.09,8769.9,77.4,38.9,12.1,0.1899,189.1
Field_08,8,7.78,9.09,8885.0,78.5,41.9,13.02,0.1854,189.6
Field_08,8,7.88,9.09,9001.3,81.3,47.4,14.67,0.1814,211.4
Field_08,8,7.98,9.09,9147.6,79.6,51.8,15.94,0.1757,223.4
Field_08,8,8.08,9.09,9312.1,74.3,50.5,16.27,0.1729,218.2
Field_08,8,8.18,9.09,9320.2,72.9,46.1,14.96,0.1798,209.3
Field_08,8,8.28,9.09,9077.3,78.7,45.4,12.83,0.1882,199.1
Field_08,8,8.38,9.09,8747.3,87.8,49.0,12.24,0.1879,198.1
Field_08,8,8.48,9.09,8612.6,92.3,51.6,13.17,0.182,199.7
Field_08,8,8.59,9.09,8773.2,90.6,49.5,13.95,0.1754,191.6
Field_08,8,8.69,9.09,8988.1,85.9,45.7,14.4,0.1694,196.7
Field_08,8,8.79,9.09,9064.4,79.2,42.5,15.65,0.1659,231.6
Field_08,8,8.89,9.09,9057.9,73.6,39.5,17.29,0.1634,264.1
Field_08,8,8.99,9.09,9038.2,72.7,37.7,16.6,0.1605,242.0
Field_08,8,9.09,9.09,8996.3,72.8,37.3,13.66,0.1633,188.7
Field_08,8,9.19,9.09,8886.0,70.6,37.7,12.03,0.1778,169.8
Field_08,8,9.29,9.09,8790.0,67.6,38.6,13.15,0.197,197.0
Field_08,8,9.39,9.09,8808.5,68.5,40.8,15.98,0.2052,246.4
Field_08,8,9.49,9.09,8879.4,73.0,43.3,17.73,0.1979,274.4
Field_08,8,9.6,9.09,8946.1,73.3,43.2,16.72,0.1818,249.3
Field_08,8,9.7,9.09,8952.9,71.2,39.9,14.75,0.1653,212.0
Field_08,8,9.8,9.09,8896.8,73.9,36.7,13.87,0.1588,202.2
Field_08,8,9.9,9.09,8871.8,79.8,35.8,15.58,0.1684,227.5
Field_08,8,10.0,9.09,8945.3,84.6,37.5,19.31,0.1829,267.4
Field_08,8,0.0,9.19,9350.0,81.5,37.2,22.59,0.1849,280.6
Field_08,8,0.1,9.19,9313.5,80.3,37.2,21.63,0.1694,261.6
Field_08,8,0.2,9.19,9078.8,78.1,34.8,18.85,0.1566,204.8
Field_08,8,0.3,9.19,8818.3,78.3,34.2,16.82,0.1556,171.5
Field_08,8,0.4,9.19,8668.3,78.4,37.4,16.12,0.159,166.9
Field_08,8,0.51,9.19,8660.5,76.4,42.5,15.49,0.163,152.9
Field_08,8,0.61,9.19,8773.4,75.1,47.1,14.32,0.1679,132.2
Field_08,8,0.71,9.19,8872.5,76.5,48.0,14.05,0.1709,146.1
Field_08,8,0.81,9.19,8855.9,80.5,43.6,15.58,0.1757,207.8
Field_08,8,0.91,9.19,8836.5,84.2,38.4,17.43,0.182,267.6
Field_08,8,1.01,9.19,8910.3,87.1,37.4,18.09,0.1805,264.1
Field_08,8,1.11,9.19,8994.1,90.9,40.0,17.82,0.1701,248.4
Field_08,8,1.21,9.19,9070.3,90.7,42.8,16.86,0.1643,238.0
Field_08,8,1.31,9.19,9168.5,83.6,43.4,16.2,0.1701,193.6
Field_08,8,1.41,9.19,9254.6,78.1,42.6,17.17,0.1748,150.8
Field_08,8,1.52,9.19,9319.4,81.3,43.6,18.36,0.166,163.6
Field_08,8,1.62,9.19,9286.5,86.1,46.6,17.39,0.1545,208.8
Field_08,8,1.72,9.19,9179.1,86.0,48.8,15.43,0.1536,227.3
Field_08,8,1.82,9.19,9151.7,83.5,49.5,14.06,0.157,224.3
Field_08,8,1.92,9.19,9168.7,79.7,49.4,13.17,0.1625,224.9
Field_08,8,2.02,9.19,9108.3,75.8,48.0,12.41,0.1698,214.3
Field_08,8,2.12,9.19,8997.2,74.9,46.6,12.34,0.17,186.2
Field_08,8,2.22,9.19,8940.3,77.8,46.4,13.76,0.1633,183.7
Field_08,8,2.32,9.19,8932.9,81.3,46.0,15.4,0.1608,221.7
Field_08,8,2.42,9.19,8838.4,81.0,43.3,14.52,0.1659,232.4
Field_08,8,2.53,9.19,8706.1,78.1,40.9,12.49,0.1764,204.3
Field_08,8,2.63,9.19,8762.1,75.3,41.0,11.8,0.1858,191.9
Field_08,8,2.73,9.19,9024.8,74.5,41.3,12.52,0.1809,195.7
Field_08,8,2.83,9.19,9253.7,77.2,42.7,13.02,0.1638,188.9
Field_08,8,2.93,9.19,9304.1,82.1,45.9,12.77,0.1549,182.4
Field_08,8,3.03,9.19,9260.6,85.2,48.3,12.82,0.163,192.3
Field_08,8,3.13,9.19,9204.3,84.8,48.4,13.82,0.1735,215.1
Field_08,8,3.23,9.19,9221.2,83.0,46.5,15.81,0.174,242.6
Field_08,8,3.33,9.19,9335.6,82.0,45.2,16.71,0.1683,232.3
Field_08,8,3.43,9.19,9388.3,83.1,45.4,15.65,0.1616,187.3
Field_08,8,3.54,9.19,9328.9,87.5,46.0,15.09,0.1566,178.5
Field_08,8,3.64,9.19,9336.4,91.6,46.5,15.53,0.1546,214.4
Field_08,8,3.74,9.19,9450.1,90.0,45.5,15.56,0.1564,235.2
Field_08,8,3.84,9.19,9455.3,86.0,43.0,15.26,0.1626,222.6
Field_08,8,3.94,9.19,9302.3,83.9,40.9,15.28,0.1722,190.8
Field_08,8,4.04,9.19,9208.5,79.6,40.2,14.66,0.1786,139.8
Field_08,8,4.14,9.19,9210.6,74.4,39.7,13.33,0.1798,114.6
Field_08,8,4.24,9.19,9144.9,76.2,39.1,12.47,0.1798,138.5
Field_08,8,4.34,9.19,8961.4,83.6,40.3,12.83,0.1761,202.5
Field_08,8,4.44,9.19,8711.5,87.3,43.4,14.56,0.1691,271.4
Field_08,8,4.55,9.19,8515.5,85.5,46.4,17.04,0.1699,313.0
Field_08,8,4.65,9.19,8547.5,81.4,47.9,18.74,0.1771,323.9
Field_08,8,4.75,9.19,8757.7,75.2,48.5,18.24,0.1838,298.2
Field_08,8,4.85,9.19,8893.7,69.2,48.8,15.84,0.1921,239.6
Field_08,8,4.95,9.19,9008.2,69.4,48.3,13.4,0.1948,201.1
Field_08,8,5.05,9.19,9322.3,78.1,47.8,11.95,0.189,190.2
Field_08,8,5.15,9.19,9716.8,88.5,47.8,12.08,0.1877,176.4
Field_08,8,5.25,9.19,9809.1,93.1,47.8,14.04,0.1873,171.9
Field_08,8,5.35,9.19,9500.6,88.5,46.0,16.18,0.1821,197.4
Field_08,8,5.45,9.19,9106.1,77.8,42.2,17.43,0.1781,225.8
Field_08,8,5.56,9.19,8850.3,70.9,41.9,19.01,0.173,244.1
Field_08,8,5.66,9.19,8732.0,67.2,47.0,19.89,0.1706,230.8
Field_08,8,5.76,9.19,8734.4,64.6,50.7,19.16,0.1796,207.3
Field_08,8,5.86,9.19,8876.9,71.2,47.9,18.64,0.1934,242.2
Field_08,8,5.96,9.19,9099.8,84.5,41.7,18.66,0.2005,322.6
Field_08,8,6.06,9.19,9249.9,93.4,38.6,18.04,0.1959,373.3
Field_08,8,6.16,9.19,9225.0,95.4,41.4,17.4,0.183,383.5
Field_08,8,6.26,9.19,9083.1,90.6,46.6,17.61,0.1729,367.8
Field_08,8,6.36,9.19,9143.2,82.4,49.7,17.48,0.1679,310.7
Field_08,8,6.46,9.19,9449.1,78.4,50.2,16.32,0.1655,254.5
Field_08,8,6.57,9.19,9601.0,79.1,49.6,15.28,0.1715,240.2
